Show,This Week GrossPotential Gross,Diff $,Avg TicketTop Ticket,Seats SoldSeats in Theatre,PerfsPreviews,% Cap,Diff % cap,Week Ending,TonyNominatedMusical,Theater
SIX: The Musical,848346.35,"$9,827.90",$109.70$249.00,"7,7331,031",80,93.76,1.75,2023-09-17,False,Lena Horne Theatre
Some Like It Hot,823098.41,"$25,918.61",$90.10$278.00,"9,1351,448",80,78.86,2.0,2023-09-17,True,Sam S. Shubert Theatre
Sweeney Todd,855701.0,"-$737,420.60",$97.05$399.00,"8,8171,498",60,98.1,2.29,2023-09-17,False,Lunt-Fontanne Theatre
Wicked,1526289.0,"$38,416.00",$107.59$275.00,"14,1861,807",80,98.13,2.12,2023-09-17,True,Gershwin Theatre
Aladdin,1166485.7,"-$58,689.60",$91.48$199.50,"12,7511,727",80,92.29,-0.62,2023-09-24,True,New Amsterdam Theatre
Back To The Future,1036987.66,"-$58,431.84",$101.05$297.00,"10,2621,478",80,86.79,-9.24,2023-09-24,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",891388.27,"-$93,777.03",$141.67$347.50,"6,2921,153",80,68.21,-15.64,2023-09-24,False,Broadhurst Theatre
The Book of Mormon,918234.89,"-$13,015.65",$114.35$0.00,"8,0301,066",80,94.16,-2.44,2023-09-24,False,Eugene O'Neill Theatre
Chicago,657842.89,"-$57,181.56",$94.49$237.00,"6,9621,080",80,80.58,-11.42,2023-09-24,True,Ambassador Theatre
The Cottage,322590.2,"-$35,579.25",$89.81$227.00,"3,592581",80,77.28,-5.79,2023-09-24,False,Helen Hayes Theater
Gutenberg! The Musical!,687391.72,"$311,092.22",$104.02$277.00,"6,6081,066",7,88.56,-7.2,2023-09-24,False,James Earl Jones Theatre
Hadestown,552990.45,"-$118,696.80",$88.61$0.00,"6,241918",80,84.98,-11.89,2023-09-24,False,Walter Kerr Theatre
Hamilton,1744838.0,"$36,331.50",$166.11$449.00,"10,5041,324",80,99.17,-0.59,2023-09-24,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,936561.3,"-$154,906.25",$91.82$349.00,"10,2001,579",80,80.75,-5.53,2023-09-24,False,Lyric Theatre
Here Lies Love,577875.7,"-$56,530.18",$89.39$327.00,"6,4651,101",80,73.4,-11.8,2023-09-24,False,Broadway Theatre
Jaja’s African Hair Braiding,180008.0,"$14,663.00",$42.00$276.00,"4,286637",7,96.12,-1.08,2023-09-24,False,Samuel J. Friedman Theatre
Kimberly Akimbo,516982.54,"-$71,868.79",$110.49$273.00,"4,679773",80,75.66,-11.97,2023-09-24,True,Booth Theatre
The Lion King,1911026.0,"$76,644.00",$146.10$199.00,"13,0801,696",80,96.4,0.72,2023-09-24,True,Minskoff Theatre
Melissa Etheridge: My Window,199742.5,"$15,580.50",$61.61$349.50,"3,242726",5,89.31,9.42,2023-09-24,False,Circle in the Square Theatre
Merrily We Roll Along,1304508.0,$0.00,$225.07$499.00,"5,796966",6,100.0,0.0,2023-09-24,False,Hudson Theatre
MJ The Musical,1379582.0,"-$97,652.00",$139.58$250.00,"9,8841,387",80,89.08,-7.71,2023-09-24,False,Neil Simon Theatre
Moulin Rouge! The Musical,1093011.78,"-$118,540.45",$108.89$0.00,"10,0381,300",80,96.52,-1.61,2023-09-24,True,Al Hirschfeld Theatre
Purlie Victorious,259603.0,"-$72,096.70",$45.54$297.00,"5,7011,009",8,70.63,2.39,2023-09-24,False,Music Box Theatre
The Shark is Broken,225055.8,"-$49,955.20",$54.00$227.00,"4,168802",80,64.96,-7.41,2023-09-24,False,John Golden Theatre
Shucked,641266.8,"-$101,525.50",$81.31$179.00,"7,8871,171",80,84.19,-5.87,2023-09-24,True,Nederlander Theatre
SIX: The Musical,780512.75,"-$67,833.60",$113.93$249.00,"6,8511,031",80,83.06,-10.7,2023-09-24,False,Lena Horne Theatre
Some Like It Hot,681484.95,"-$141,613.46",$95.81$278.00,"7,1131,448",80,61.4,-17.46,2023-09-24,True,Sam S. Shubert Theatre
Sweeney Todd,1530902.5,"$675,201.50",$153.03$399.00,"10,0041,498",70,95.4,-2.7,2023-09-24,False,Lunt-Fontanne Theatre
Wicked,1321960.0,"-$204,329.00",$118.82$275.00,"11,1261,807",80,76.96,-21.17,2023-09-24,True,Gershwin Theatre
Aladdin,1211783.1,"$45,297.40",$96.52$199.50,"12,5551,727",80,90.87,-1.42,2023-10-01,True,New Amsterdam Theatre
Back To The Future,1002244.2,"-$34,743.46",$103.43$297.00,"9,6901,478",80,81.95,-4.84,2023-10-01,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",913664.3,"$22,276.03",$146.30$347.50,"6,2451,153",80,67.7,-0.51,2023-10-01,False,Broadhurst Theatre
The Book of Mormon,930245.04,"$12,010.15",$116.63$0.00,"7,9761,066",80,93.53,-0.63,2023-10-01,False,Eugene O'Neill Theatre
Chicago,686565.25,"$28,722.36",$96.71$237.00,"7,0991,080",80,82.16,1.58,2023-10-01,True,Ambassador Theatre
The Cottage,293679.9,"-$28,910.30",$87.27$227.00,"3,365581",80,72.4,-4.88,2023-10-01,False,Helen Hayes Theater
Gutenberg! The Musical!,759338.68,"$71,946.96",$105.64$277.00,"7,1881,066",8,84.29,-4.27,2023-10-01,False,James Earl Jones Theatre
Hadestown,540844.45,"-$12,146.00",$88.68$0.00,"6,099918",80,83.05,-1.93,2023-10-01,False,Walter Kerr Theatre
Hamilton,1776084.0,"$31,246.00",$168.24$449.00,"10,5571,324",80,99.67,0.5,2023-10-01,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,962287.3,"$25,726.00",$93.76$299.00,"10,2631,622",80,79.09,-1.66,2023-10-01,False,Lyric Theatre
Here Lies Love,521689.5,"-$56,186.20",$91.36$327.00,"5,7101,101",80,64.83,-8.57,2023-10-01,False,Broadway Theatre
Jaja’s African Hair Braiding,193619.0,"$13,611.00",$40.61$276.00,"4,768643",8,92.69,-3.43,2023-10-01,False,Samuel J. Friedman Theatre
Kimberly Akimbo,574251.78,"$57,269.24",$115.47$273.00,"4,973773",80,80.42,4.76,2023-10-01,True,Booth Theatre
The Lion King,1923263.0,"$12,237.00",$142.62$199.00,"13,4851,696",80,99.39,2.99,2023-10-01,True,Minskoff Theatre
Melissa Etheridge: My Window,179113.0,"-$20,629.50",$76.94$349.50,"2,328726",40,80.17,-9.14,2023-10-01,False,Circle in the Square Theatre
Merrily We Roll Along,1471644.0,"$167,136.00",$217.63$499.00,"6,762966",7,100.0,0.0,2023-10-01,False,Hudson Theatre
MJ The Musical,1411948.0,"$32,366.00",$142.48$250.00,"9,9101,387",80,89.31,0.23,2023-10-01,False,Neil Simon Theatre
Moulin Rouge! The Musical,1121919.27,"$28,907.49",$113.96$0.00,"9,8451,300",80,94.66,-1.86,2023-10-01,True,Al Hirschfeld Theatre
Purlie Victorious,358336.26,"$98,733.26",$60.76$297.00,"5,8981,009",71,73.07,2.44,2023-10-01,False,Music Box Theatre
The Shark is Broken,228506.98,"$3,451.18",$58.97$227.00,"3,875802",80,60.4,-4.56,2023-10-01,False,John Golden Theatre
Shucked,658330.2,"$17,063.40",$91.07$179.00,"7,2291,171",80,77.17,-7.02,2023-10-01,True,Nederlander Theatre
SIX: The Musical,776135.8,"-$4,376.95",$111.07$249.00,"6,9881,031",80,84.72,1.66,2023-10-01,False,Lena Horne Theatre
Some Like It Hot,758399.89,"$76,914.94",$100.89$297.00,"7,5171,448",80,64.89,3.49,2023-10-01,True,Sam S. Shubert Theatre
Sweeney Todd,1504070.8,"-$26,831.70",$147.52$399.00,"10,1961,498",70,97.23,1.83,2023-10-01,False,Lunt-Fontanne Theatre
Wicked,1420368.0,"$98,408.00",$120.20$275.00,"11,8171,807",80,81.74,4.78,2023-10-01,True,Gershwin Theatre
Aladdin,1463979.0,"$252,195.90",$109.49$199.50,"13,3711,727",80,96.78,5.91,2023-10-08,True,New Amsterdam Theatre
Back To The Future,1299851.85,"$297,607.65",$118.23$397.00,"10,9941,478",80,92.98,11.03,2023-10-08,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",965586.78,"$51,922.48",$141.37$347.50,"6,8301,153",80,74.05,6.35,2023-10-08,False,Broadhurst Theatre
The Book of Mormon,1047154.42,"$116,909.38",$126.28$0.00,"8,2921,066",80,97.23,3.7,2023-10-08,False,Eugene O'Neill Theatre
Chicago,738851.58,"$52,286.33",$103.96$237.00,"7,1071,080",80,82.26,0.1,2023-10-08,True,Ambassador Theatre
The Cottage,325964.9,"$32,285.00",$91.31$227.00,"3,570581",80,76.81,4.41,2023-10-08,False,Helen Hayes Theater
Gutenberg! The Musical!,799781.48,"$40,442.80",$102.80$277.00,"7,7801,066",8,91.23,6.94,2023-10-08,False,James Earl Jones Theatre
Hadestown,739386.45,"$198,542.00",$105.37$0.00,"7,017918",80,95.55,12.5,2023-10-08,False,Walter Kerr Theatre
Hamilton,1880390.0,"$104,306.00",$178.29$449.00,"10,5471,324",80,99.58,-0.09,2023-10-08,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1360428.0,"$398,140.70",$118.14$299.00,"11,5151,622",80,88.74,9.65,2023-10-08,False,Lyric Theatre
Here Lies Love,620891.74,"$99,202.24",$89.65$327.00,"6,9261,101",80,78.63,13.8,2023-10-08,False,Broadway Theatre
Jaja’s African Hair Braiding,259875.0,"$66,256.00",$51.79$276.00,"5,018643",80,97.55,4.86,2023-10-08,False,Samuel J. Friedman Theatre
Kimberly Akimbo,668312.6,"$94,060.82",$123.67$273.00,"5,404773",80,87.39,6.97,2023-10-08,True,Booth Theatre
The Lion King,2321581.0,"$398,318.00",$171.89$199.00,"13,5061,696",80,99.54,0.15,2023-10-08,True,Minskoff Theatre
Melissa Etheridge: My Window,192267.0,"$13,154.00",$105.47$349.50,"1,823726",40,62.78,-17.39,2023-10-08,False,Circle in the Square Theatre
Merrily We Roll Along,1244396.0,"-$227,248.00",$184.03$499.00,"6,762966",7,100.0,0.0,2023-10-08,False,Hudson Theatre
MJ The Musical,1669618.0,"$257,670.00",$161.07$250.00,"10,3661,387",80,93.42,4.11,2023-10-08,False,Neil Simon Theatre
Moulin Rouge! The Musical,1307057.69,"$185,138.42",$126.18$0.00,"10,3591,300",80,99.61,4.95,2023-10-08,True,Al Hirschfeld Theatre
Purlie Victorious,485587.6,"$127,251.34",$99.24$297.00,"4,8931,009",80,60.62,-12.45,2023-10-08,False,Music Box Theatre
The Shark is Broken,254263.4,"$25,756.42",$68.28$227.00,"3,724802",80,58.04,-2.36,2023-10-08,False,John Golden Theatre
Shucked,751828.8,"$93,498.60",$93.93$179.00,"8,0041,171",80,85.44,8.27,2023-10-08,True,Nederlander Theatre
SIX: The Musical,984052.2,"$207,916.40",$128.33$249.00,"7,6681,031",80,92.97,8.25,2023-10-08,False,Lena Horne Theatre
Some Like It Hot,888770.07,"$130,370.18",$103.21$297.00,"8,6111,448",80,74.34,9.45,2023-10-08,True,Sam S. Shubert Theatre
Sweeney Todd,1667808.0,"$163,737.20",$168.93$399.00,"9,8731,498",70,94.15,-3.08,2023-10-08,False,Lunt-Fontanne Theatre
Wicked,1926142.0,"$505,774.00",$135.58$275.00,"14,2071,807",80,98.28,16.54,2023-10-08,True,Gershwin Theatre
Aladdin,1348347.7,"-$115,631.30",$104.85$199.50,"12,8601,727",80,93.08,-3.7,2023-10-15,True,New Amsterdam Theatre
Back To The Future,1240927.35,"-$58,924.50",$113.57$297.00,"10,9271,478",80,92.41,-0.57,2023-10-15,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",1088890.28,"$123,303.50",$147.39$347.50,"7,3881,153",80,80.1,6.05,2023-10-15,False,Broadhurst Theatre
The Book of Mormon,1000269.66,"-$46,884.76",$125.14$0.00,"7,9931,066",80,93.73,-3.5,2023-10-15,False,Eugene O'Neill Theatre
Chicago,702355.37,"-$36,496.21",$101.17$237.00,"6,9421,080",80,80.35,-1.91,2023-10-15,True,Ambassador Theatre
The Cottage,342868.7,"$16,903.80",$98.02$247.00,"3,498581",80,75.26,-1.55,2023-10-15,False,Helen Hayes Theater
Gutenberg! The Musical!,842158.62,"$42,377.14",$104.21$297.00,"8,0811,066",53,94.76,3.53,2023-10-15,False,James Earl Jones Theatre
Hadestown,678275.8,"-$61,110.65",$99.25$0.00,"6,834918",80,93.06,-2.49,2023-10-15,False,Walter Kerr Theatre
Hamilton,1931917.0,"$51,527.00",$180.69$449.00,"10,6921,324",80,100.94,1.36,2023-10-15,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1198488.6,"-$161,939.40",$105.62$299.00,"11,3471,622",80,87.45,-1.29,2023-10-15,False,Lyric Theatre
Here Lies Love,601218.18,"-$19,673.56",$86.48$327.00,"6,9521,101",80,78.93,0.3,2023-10-15,False,Broadway Theatre
I Need That,295640.9,$0.00,$140.31$322.00,"2,107740",3,94.91,0.0,2023-10-15,False,American Airlines Theatre
Jaja’s African Hair Braiding,334147.0,"$74,272.00",$70.08$276.00,"4,768643",80,92.69,-4.86,2023-10-15,False,Samuel J. Friedman Theatre
Kimberly Akimbo,678716.75,"$10,404.15",$123.11$273.00,"5,513773",80,89.15,1.76,2023-10-15,True,Booth Theatre
The Lion King,2090583.0,"-$230,998.00",$155.06$199.00,"13,4821,696",80,99.37,-0.17,2023-10-15,True,Minskoff Theatre
Melissa Etheridge: My Window,214053.5,"$21,786.50",$106.34$349.50,"2,013726",50,55.45,-7.33,2023-10-15,False,Circle in the Square Theatre
Merrily We Roll Along,1706962.0,"$462,566.00",$220.88$499.00,"7,728966",80,100.0,0.0,2023-10-15,False,Hudson Theatre
MJ The Musical,1622144.0,"-$47,474.00",$154.06$250.00,"10,5291,387",80,94.89,1.47,2023-10-15,False,Neil Simon Theatre
Moulin Rouge! The Musical,1307553.39,$495.70,$127.12$0.00,"10,2861,300",80,98.9,-0.71,2023-10-15,True,Al Hirschfeld Theatre
Purlie Victorious,485208.3,-$379.30,$102.34$297.00,"4,7411,009",80,58.73,-1.89,2023-10-15,False,Music Box Theatre
The Shark is Broken,245224.74,"-$9,038.66",$60.82$227.00,"4,032802",80,62.84,4.8,2023-10-15,False,John Golden Theatre
Shucked,747635.2,"-$4,193.60",$93.41$179.00,"8,0041,171",80,85.44,0.0,2023-10-15,True,Nederlander Theatre
SIX: The Musical,968177.9,"-$15,874.30",$124.16$249.00,"7,7981,031",80,94.54,1.57,2023-10-15,False,Lena Horne Theatre
Some Like It Hot,955929.61,"$67,159.54",$100.90$297.00,"9,4741,448",80,81.79,7.45,2023-10-15,True,Sam S. Shubert Theatre
Sweeney Todd,1739034.6,"$71,226.60",$166.86$399.00,"10,4221,498",70,99.39,5.24,2023-10-15,False,Lunt-Fontanne Theatre
Wicked,1906835.0,"-$19,307.00",$127.35$275.00,"14,9731,926",80,97.18,-1.1,2023-10-15,True,Gershwin Theatre
Aladdin,1279065.2,"-$69,282.50",$97.73$199.50,"13,0881,727",80,94.73,1.65,2023-10-22,True,New Amsterdam Theatre
Back To The Future,1257898.05,"$16,970.70",$115.24$347.00,"10,9151,478",80,92.31,-0.1,2023-10-22,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",1066525.55,"-$22,364.73",$146.90$347.50,"7,2601,153",80,78.71,-1.39,2023-10-22,False,Broadhurst Theatre
The Book of Mormon,1014455.79,"$14,186.13",$123.35$0.00,"8,2241,066",80,96.44,2.71,2023-10-22,False,Eugene O'Neill Theatre
Chicago,714753.33,"$12,397.96",$99.74$237.00,"7,1661,080",80,82.94,2.59,2023-10-22,True,Ambassador Theatre
The Cottage,358532.4,"$15,663.70",$102.50$247.00,"3,498581",80,75.26,0.0,2023-10-22,False,Helen Hayes Theater
Gutenberg! The Musical!,932436.34,"$90,277.72",$117.75$297.00,"7,9191,066",80,92.86,-1.9,2023-10-22,False,James Earl Jones Theatre
Hadestown,680466.65,"$2,190.85",$96.96$0.00,"7,018918",80,95.56,2.5,2023-10-22,False,Walter Kerr Theatre
Hamilton,1801365.0,"-$130,552.00",$168.37$449.00,"10,6991,324",80,101.01,0.07,2023-10-22,False,Richard Rodgers Theatre
Harmony,491765.8,$0.00,$96.56$297.00,"5,0931,028",6,82.57,0.0,2023-10-22,False,Ethel Barrymore Theatre
Harry Potter and the Cursed Child,1194826.6,"-$3,662.00",$103.38$299.00,"11,5581,622",80,89.07,1.62,2023-10-22,False,Lyric Theatre
Here Lies Love,690574.4,"$89,356.22",$98.81$327.00,"6,9891,101",80,79.35,0.42,2023-10-22,False,Broadway Theatre
I Need That,572840.1,"$277,199.20",$118.70$323.00,"4,826740",7,93.17,-1.74,2023-10-22,False,American Airlines Theatre
Jaja’s African Hair Braiding,348453.0,"$14,306.00",$69.44$276.00,"5,018643",80,97.55,4.86,2023-10-22,False,Samuel J. Friedman Theatre
Kimberly Akimbo,702674.9,"$23,958.15",$123.62$273.00,"5,684773",80,91.91,2.76,2023-10-22,True,Booth Theatre
The Lion King,2063215.0,"-$27,368.00",$152.42$199.00,"13,5361,696",80,99.76,0.39,2023-10-22,True,Minskoff Theatre
Melissa Etheridge: My Window,231627.6,"$17,574.10",$111.52$349.50,"2,077726",50,57.22,1.77,2023-10-22,False,Circle in the Square Theatre
Merrily We Roll Along,1820753.0,"$113,791.00",$235.60$499.00,"7,728966",80,100.0,0.0,2023-10-22,False,Hudson Theatre
MJ The Musical,1577640.0,"-$44,504.00",$152.46$250.00,"10,3481,387",80,93.26,-1.63,2023-10-22,False,Neil Simon Theatre
Moulin Rouge! The Musical,1252742.54,"-$54,810.85",$123.80$0.00,"10,1191,300",80,97.3,-1.6,2023-10-22,True,Al Hirschfeld Theatre
Purlie Victorious,554666.75,"$69,458.45",$108.42$297.00,"5,1161,009",80,63.38,4.65,2023-10-22,False,Music Box Theatre
The Shark is Broken,241761.08,"-$3,463.66",$62.18$227.00,"3,888802",80,60.6,-2.24,2023-10-22,False,John Golden Theatre
Shucked,771455.6,"$23,820.40",$94.55$179.00,"8,1591,171",80,87.09,1.65,2023-10-22,True,Nederlander Theatre
SIX: The Musical,937219.8,"-$30,958.10",$120.36$249.00,"7,7871,031",80,94.41,-0.13,2023-10-22,False,Lena Horne Theatre
Some Like It Hot,905398.01,"-$50,531.60",$104.56$297.00,"8,6591,448",80,74.75,-7.04,2023-10-22,True,Sam S. Shubert Theatre
Sweeney Todd,1710928.5,"-$28,106.10",$166.03$399.00,"10,3051,498",70,98.27,-1.12,2023-10-22,False,Lunt-Fontanne Theatre
Wicked,1809977.0,"-$96,858.00",$124.83$275.00,"14,4991,867",80,97.1,-0.08,2023-10-22,True,Gershwin Theatre
Aladdin,1264509.9,"-$14,555.30",$98.64$179.50,"12,8201,727",80,92.79,-1.94,2023-10-29,True,New Amsterdam Theatre
Back To The Future,1055285.95,"-$202,612.10",$100.43$297.00,"10,5081,478",80,88.87,-3.44,2023-10-29,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",874416.56,"-$192,108.99",$142.62$347.50,"6,1311,153",80,66.47,-12.24,2023-10-29,False,Broadhurst Theatre
The Book of Mormon,909482.57,"-$104,973.22",$115.65$0.00,"7,8641,066",80,92.21,-4.23,2023-10-29,False,Eugene O'Neill Theatre
Chicago,632413.15,"-$82,340.18",$96.49$237.00,"6,5541,080",80,75.86,-7.08,2023-10-29,True,Ambassador Theatre
The Cottage,368129.2,"$9,596.80",$103.87$247.00,"3,544581",80,76.25,0.99,2023-10-29,False,Helen Hayes Theater
Gutenberg! The Musical!,904271.08,"-$28,165.26",$120.25$297.00,"7,5201,066",80,88.18,-4.68,2023-10-29,False,James Earl Jones Theatre
Hadestown,598215.7,"-$82,250.95",$89.82$0.00,"6,660918",80,90.69,-4.87,2023-10-29,False,Walter Kerr Theatre
Hamilton,1767882.0,"-$33,483.00",$167.68$449.00,"10,5431,324",80,99.54,-1.47,2023-10-29,False,Richard Rodgers Theatre
Harmony,519165.0,"$27,399.20",$93.38$297.00,"5,5601,028",7,77.27,-5.3,2023-10-29,False,Ethel Barrymore Theatre
Harry Potter and the Cursed Child,1113991.2,"-$80,835.40",$97.03$299.00,"11,4811,622",80,88.48,-0.59,2023-10-29,False,Lyric Theatre
Here Lies Love,664702.72,"-$25,871.68",$90.28$327.00,"7,3631,101",80,83.59,4.24,2023-10-29,False,Broadway Theatre
I Need That,608910.3,"$36,070.20",$109.50$323.00,"5,561740",8,93.94,0.77,2023-10-29,False,American Airlines Theatre
Jaja’s African Hair Braiding,351235.0,"$2,782.00",$68.95$276.00,"5,094643",80,99.03,1.48,2023-10-29,False,Samuel J. Friedman Theatre
Kimberly Akimbo,599394.05,"-$103,280.85",$114.89$273.00,"5,217773",80,84.36,-7.55,2023-10-29,True,Booth Theatre
The Lion King,2064480.0,"$1,265.00",$152.61$199.00,"13,5281,696",80,99.71,-0.05,2023-10-29,True,Minskoff Theatre
Melissa Etheridge: My Window,217273.54,"-$14,354.06",$106.14$349.50,"2,047726",50,56.39,-0.83,2023-10-29,False,Circle in the Square Theatre
Merrily We Roll Along,1840835.0,"$20,082.00",$238.20$599.00,"7,728966",80,100.0,0.0,2023-10-29,False,Hudson Theatre
MJ The Musical,1579472.0,"$1,832.00",$150.40$250.00,"10,5021,387",80,94.65,1.39,2023-10-29,False,Neil Simon Theatre
Moulin Rouge! The Musical,1118807.34,"-$133,935.20",$114.18$0.00,"9,7991,300",80,94.22,-3.08,2023-10-29,True,Al Hirschfeld Theatre
Purlie Victorious,566083.68,"$11,416.93",$108.67$297.00,"5,2091,009",80,64.53,1.15,2023-10-29,False,Music Box Theatre
The Shark is Broken,226052.1,"-$15,708.98",$59.50$227.00,"3,799802",80,59.21,-1.39,2023-10-29,False,John Golden Theatre
Shucked,643606.6,"-$127,849.00",$87.84$179.00,"7,3271,171",80,78.21,-8.88,2023-10-29,True,Nederlander Theatre
SIX: The Musical,789941.0,"-$147,278.80",$109.24$249.00,"7,2311,031",80,87.67,-6.74,2023-10-29,False,Lena Horne Theatre
Some Like It Hot,738269.51,"-$167,128.50",$96.00$297.00,"7,6901,448",80,66.38,-8.37,2023-10-29,True,Sam S. Shubert Theatre
Sweeney Todd,1583311.5,"-$127,617.00",$160.12$399.00,"9,8881,498",70,94.3,-3.97,2023-10-29,False,Lunt-Fontanne Theatre
Wicked,1922483.0,"$112,506.00",$137.09$275.00,"14,0231,807",80,97.0,-0.1,2023-10-29,True,Gershwin Theatre
Aladdin,1212435.1,"-$52,074.80",$96.35$199.50,"12,5841,727",80,91.08,-1.71,2023-11-05,True,New Amsterdam Theatre
Back To The Future,1063851.55,"$8,565.60",$101.41$297.00,"10,4911,478",80,88.73,-0.14,2023-11-05,False,Winter Garden Theatre
"A Beautiful Noise, The Neil Diamond Musical",793339.72,"-$81,076.84",$137.88$347.50,"5,7541,153",80,62.38,-4.09,2023-11-05,False,Broadhurst Theatre
The Book of Mormon,894645.73,"-$14,836.84",$115.62$0.00,"7,7381,066",80,90.74,-1.47,2023-11-05,False,Eugene O'Neill Theatre
Chicago,620085.55,"-$12,327.60",$94.09$237.00,"6,5901,080",80,76.27,0.41,2023-11-05,True,Ambassador Theatre
Gutenberg! The Musical!,874372.94,"-$29,898.14",$117.24$297.00,"7,4581,066",80,87.45,-0.73,2023-11-05,False,James Earl Jones Theatre
Hadestown,589057.1,"-$9,158.60",$90.18$0.00,"6,532893",80,91.43,0.74,2023-11-05,False,Walter Kerr Theatre
Hamilton,1768049.0,$167.00,$168.05$449.00,"10,5211,324",80,99.33,-0.21,2023-11-05,False,Richard Rodgers Theatre
Harmony,481160.5,"-$38,004.50",$82.39$297.00,"5,8401,028",7,81.16,3.89,2023-11-05,False,Ethel Barrymore Theatre
Harry Potter and the Cursed Child,1190436.9,"$76,445.70",$97.00$299.00,"12,2721,622",80,94.57,6.09,2023-11-05,False,Lyric Theatre
Here Lies Love,768243.68,"$103,540.96",$110.13$327.00,"6,9761,101",80,79.2,-4.39,2023-11-05,False,Broadway Theatre
I Need That,590398.4,"-$18,511.90",$101.92$323.00,"5,793740",53,97.85,3.91,2023-11-05,False,American Airlines Theatre
Jaja’s African Hair Braiding,350362.0,-$873.00,$76.65$276.00,"4,571643",80,88.86,-10.17,2023-11-05,False,Samuel J. Friedman Theatre
Kimberly Akimbo,564744.9,"-$34,649.15",$111.06$273.00,"5,085773",80,82.23,-2.13,2023-11-05,True,Booth Theatre
The Lion King,1986734.0,"-$77,746.00",$148.16$199.00,"13,4091,696",80,98.83,-0.88,2023-11-05,True,Minskoff Theatre
Melissa Etheridge: My Window,239216.0,"$21,942.46",$92.15$349.50,"2,596726",50,71.52,15.13,2023-11-05,False,Circle in the Square Theatre
Merrily We Roll Along,1811423.0,"-$29,412.00",$234.40$599.00,"7,728966",80,100.0,0.0,2023-11-05,False,Hudson Theatre
MJ The Musical,1539105.0,"-$40,367.00",$145.49$250.00,"10,5791,387",80,95.34,0.69,2023-11-05,False,Neil Simon Theatre
Moulin Rouge! The Musical,1230912.62,"$112,105.28",$121.91$0.00,"10,0971,300",80,97.09,2.87,2023-11-05,True,Al Hirschfeld Theatre
Purlie Victorious,529317.7,"-$36,765.98",$108.73$297.00,"4,8681,009",80,60.31,-4.22,2023-11-05,False,Music Box Theatre
The Shark is Broken,262075.78,"$36,023.68",$71.51$227.00,"3,665802",80,57.12,-2.09,2023-11-05,False,John Golden Theatre
